Forum.id|Tag.id|eid_generated
274877906944|1524|1669
274877906944|2041|1670
274877906944|14812|1671
343597383681|14812|1672
343597383682|14812|1673
343597383683|1524|1674
68719476740|206|1675
68719476740|299|1676
68719476740|449|1677
68719476740|469|1678
68719476740|545|1679
68719476740|565|1680
68719476740|573|1681
68719476740|579|1682
68719476740|596|1683
68719476740|974|1684
68719476740|1021|1685
68719476740|1022|1686
68719476740|1164|1687
68719476740|1170|1688
68719476740|1171|1689
68719476740|1176|1690
68719476740|1178|1691
68719476740|1186|1692
68719476740|1191|1693
68719476740|1195|1694
68719476740|1201|1695
68719476740|1205|1696
68719476740|1421|1697
68719476740|1614|1698
68719476740|1674|1699
68719476740|1759|1700
68719476740|1764|1701
68719476740|1930|1702
68719476740|1953|1703
68719476740|1984|1704
68719476740|1985|1705
68719476740|2003|1706
68719476740|2018|1707
68719476740|2049|1708
68719476740|2083|1709
68719476740|2095|1710
68719476740|2118|1711
68719476740|2787|1712
68719476740|2797|1713
68719476740|2823|1714
68719476740|2848|1715
68719476740|2895|1716
68719476740|2928|1717
68719476740|2959|1718
68719476740|2966|1719
68719476740|2973|1720
68719476740|3024|1721
68719476740|3026|1722
68719476740|3048|1723
68719476740|3070|1724
68719476740|3111|1725
68719476740|4849|1726
68719476740|5078|1727
68719476740|5117|1728
68719476740|5159|1729
68719476740|5191|1730
68719476740|5192|1731
68719476740|5258|1732
68719476740|6395|1733
68719476740|6418|1734
68719476740|6945|1735
68719476740|7580|1736
68719476740|7683|1737
68719476740|9036|1738
68719476740|9084|1739
68719476740|9170|1740
68719476740|9177|1741
68719476740|9477|1742
68719476740|11254|1743
68719476740|11375|1744
68719476740|11408|1745
68719476740|11531|1746
68719476740|11743|1747
68719476740|14036|1748
137438953477|280|1749
137438953477|284|1750
137438953477|448|1751
137438953477|540|1752
137438953477|806|1753
137438953477|1028|1754
137438953477|1185|1755
137438953477|1615|1756
137438953477|1644|1757
137438953477|1984|1758
137438953477|1985|1759
137438953477|2779|1760
137438953477|2799|1761
137438953477|2826|1762
137438953477|2878|1763
137438953477|2890|1764
137438953477|2945|1765
137438953477|3004|1766
137438953477|3010|1767
137438953477|3083|1768
137438953477|5156|1769
137438953477|5158|1770
137438953477|5854|1771
137438953477|6071|1772
137438953477|6377|1773
137438953477|6658|1774
137438953477|6962|1775
137438953477|6990|1776
137438953477|7534|1777
137438953477|14189|1778
137438953477|14956|1779
137438953478|461|1780
137438953478|592|1781
137438953478|1024|1782
137438953478|1195|1783
137438953478|1548|1784
137438953478|1985|1785
137438953478|1988|1786
137438953478|2034|1787
137438953478|2067|1788
137438953478|2782|1789
137438953478|5117|1790
137438953478|5124|1791
137438953478|5147|1792
137438953478|7603|1793
137438953478|13138|1794
274877906951|1410|1795
274877906952|1410|1796
274877906954|1410|1797
274877906956|139|1798
274877906956|290|1799
274877906956|584|1800
274877906956|779|1801
274877906956|781|1802
274877906956|782|1803
274877906956|783|1804
274877906956|804|1805
274877906956|1031|1806
274877906956|1621|1807
274877906956|1760|1808
274877906956|1763|1809
274877906956|1997|1810
274877906956|2001|1811
274877906956|2008|1812
274877906956|2031|1813
274877906956|2038|1814
274877906956|2045|1815
274877906956|2067|1816
274877906956|2074|1817
274877906956|2794|1818
274877906956|2797|1819
274877906956|2824|1820
274877906956|2825|1821
274877906956|2826|1822
274877906956|2865|1823
274877906956|2870|1824
274877906956|2908|1825
274877906956|2938|1826
274877906956|2942|1827
274877906956|2999|1828
274877906956|3020|1829
274877906956|3035|1830
274877906956|3041|1831
274877906956|3043|1832
274877906956|3044|1833
274877906956|5063|1834
274877906956|5156|1835
274877906956|5163|1836
274877906956|6763|1837
274877906956|6887|1838
274877906956|6991|1839
274877906956|7148|1840
274877906956|7507|1841
274877906956|7517|1842
274877906956|8225|1843
274877906956|8372|1844
274877906956|10712|1845
274877906956|10925|1846
274877906956|11515|1847
274877906956|11582|1848
274877906957|2999|1849
343597383696|1031|1850
343597383697|458|1851
343597383697|790|1852
343597383697|1200|1853
343597383697|2033|1854
343597383697|2789|1855
343597383697|2790|1856
343597383697|2871|1857
343597383697|2932|1858
343597383697|4966|1859
343597383697|7005|1860
19|590|1861
19|777|1862
19|1747|1863
19|2903|1864
19|6383|1865
19|9510|1866
206158430228|1747|1867
343597383701|9510|1868
206158430230|2903|1869
274877906967|590|1870
68719476760|6383|1871
137438953497|6383|1872
137438953498|9510|1873
206158430235|1747|1874
274877906972|1747|1875
206158430238|246|1876
206158430238|1985|1877
206158430238|2990|1878
206158430238|6438|1879
31|6|1880
31|587|1881
31|588|1882
31|782|1883
31|1153|1884
31|1173|1885
31|1179|1886
31|1180|1887
31|1187|1888
31|1193|1889
31|1206|1890
31|1454|1891
31|1545|1892
31|1760|1893
31|1762|1894
31|1863|1895
31|1940|1896
31|2031|1897
31|2048|1898
31|2067|1899
31|5132|1900
31|6413|1901
31|6945|1902
31|9063|1903
31|9479|1904
31|11250|1905
31|11379|1906
137438953504|1760|1907
137438953505|1179|1908
274877906978|5132|1909
206158430243|6945|1910
36|11250|1911
68719476773|1760|1912
137438953510|11250|1913
68719476775|1206|1914
206158430248|6|1915
274877906985|2067|1916
274877906986|1193|1917
68719476779|6|1918
68719476779|449|1919
68719476779|543|1920
68719476779|588|1921
68719476779|590|1922
68719476779|594|1923
68719476779|808|1924
68719476779|978|1925
68719476779|1164|1926
68719476779|1177|1927
68719476779|1180|1928
68719476779|1184|1929
68719476779|1191|1930
68719476779|1205|1931
68719476779|1454|1932
68719476779|1617|1933
68719476779|1674|1934
68719476779|1940|1935
68719476779|2054|1936
68719476779|2781|1937
68719476779|2837|1938
68719476779|2872|1939
68719476779|6368|1940
68719476779|6945|1941
68719476779|6964|1942
68719476779|7380|1943
68719476779|7509|1944
68719476779|9058|1945
68719476779|9177|1946
68719476779|9474|1947
68719476779|9479|1948
68719476779|11379|1949
68719476779|11408|1950
68719476779|11531|1951
68719476779|11622|1952
68719476779|11625|1953
68719476779|11628|1954
68719476779|11742|1955
274877906988|291|1956
274877906988|470|1957
274877906988|973|1958
274877906988|974|1959
274877906988|1023|1960
274877906988|1175|1961
274877906988|1398|1962
274877906988|1532|1963
274877906988|1749|1964
274877906988|1763|1965
274877906988|1985|1966
274877906988|1986|1967
274877906988|1992|1968
274877906988|2114|1969
274877906988|2777|1970
274877906988|2785|1971
274877906988|2789|1972
274877906988|2791|1973
274877906988|2793|1974
274877906988|2864|1975
274877906988|2895|1976
274877906988|2942|1977
274877906988|2959|1978
274877906988|2979|1979
274877906988|2984|1980
274877906988|2991|1981
274877906988|2998|1982
274877906988|3005|1983
274877906988|3013|1984
274877906988|3025|1985
274877906988|3027|1986
274877906988|3046|1987
274877906988|5114|1988
274877906988|5192|1989
274877906988|6340|1990
274877906988|6383|1991
274877906988|6740|1992
274877906988|6980|1993
274877906988|6987|1994
274877906988|7522|1995
274877906988|9638|1996
274877906988|10449|1997
274877906988|10513|1998
274877906988|11824|1999
68719476781|196|2000
68719476781|1031|2001
137438953518|65|2002
137438953518|2123|2003
137438953518|3111|2004
137438953518|7407|2005
137438953518|8736|2006
274877906991|1410|2007
68719476785|470|2008
68719476785|588|2009
68719476785|598|2010
68719476785|798|2011
68719476785|805|2012
68719476785|974|2013
68719476785|1031|2014
68719476785|1174|2015
68719476785|1183|2016
68719476785|1527|2017
68719476785|1644|2018
68719476785|1676|2019
68719476785|1764|2020
68719476785|1984|2021
68719476785|1986|2022
68719476785|1989|2023
68719476785|1997|2024
68719476785|1998|2025
68719476785|2044|2026
68719476785|2050|2027
68719476785|2805|2028
68719476785|2808|2029
68719476785|2900|2030
68719476785|2994|2031
68719476785|3000|2032
68719476785|3001|2033
68719476785|3080|2034
68719476785|4844|2035
68719476785|4849|2036
68719476785|5063|2037
68719476785|5067|2038
68719476785|5176|2039
68719476785|5183|2040
68719476785|6100|2041
68719476785|6394|2042
68719476785|6490|2043
68719476785|6962|2044
68719476785|7507|2045
68719476785|7522|2046
68719476785|7582|2047
68719476785|7594|2048
68719476785|7610|2049
68719476785|9102|2050
68719476785|9144|2051
68719476785|9319|2052
68719476785|10951|2053
68719476785|11388|2054
68719476785|11572|2055
68719476785|12807|2056
68719476785|13157|2057
68719476785|13843|2058
68719476785|13870|2059
137438953522|132|2060
137438953522|140|2061
137438953522|295|2062
137438953522|573|2063
137438953522|595|2064
137438953522|596|2065
137438953522|781|2066
137438953522|798|2067
137438953522|806|2068
137438953522|1181|2069
137438953522|1532|2070
137438953522|1765|2071
137438953522|1996|2072
137438953522|2050|2073
137438953522|2072|2074
137438953522|2088|2075
137438953522|2779|2076
137438953522|2783|2077
137438953522|2827|2078
137438953522|2831|2079
137438953522|2932|2080
137438953522|2934|2081
137438953522|2945|2082
137438953522|2949|2083
137438953522|2968|2084
137438953522|3001|2085
137438953522|3029|2086
137438953522|3092|2087
137438953522|4899|2088
137438953522|4990|2089
137438953522|5129|2090
137438953522|6360|2091
137438953522|6940|2092
137438953522|7012|2093
137438953522|7283|2094
137438953522|7350|2095
137438953522|9098|2096
137438953522|10298|2097
137438953522|10987|2098
137438953522|11356|2099
137438953522|11633|2100
137438953522|11855|2101
206158430259|4843|2102
343597383732|282|2103
343597383732|458|2104
343597383732|775|2105
343597383732|778|2106
343597383732|779|2107
343597383732|781|2108
343597383732|796|2109
343597383732|1164|2110
343597383732|1446|2111
343597383732|1506|2112
343597383732|1984|2113
343597383732|1988|2114
343597383732|2004|2115
343597383732|2007|2116
343597383732|2011|2117
343597383732|2017|2118
343597383732|2044|2119
343597383732|2051|2120
343597383732|2056|2121
343597383732|2058|2122
343597383732|2065|2123
343597383732|2100|2124
343597383732|2119|2125
343597383732|2778|2126
343597383732|2804|2127
343597383732|2806|2128
343597383732|2819|2129
343597383732|2832|2130
343597383732|2833|2131
343597383732|2846|2132
343597383732|2852|2133
343597383732|2916|2134
343597383732|2945|2135
343597383732|2961|2136
343597383732|2979|2137
343597383732|2990|2138
343597383732|3044|2139
343597383732|3056|2140
343597383732|3059|2141
343597383732|3077|2142
343597383732|3089|2143
343597383732|4955|2144
343597383732|5067|2145
343597383732|5182|2146
343597383732|5196|2147
343597383732|6004|2148
343597383732|6383|2149
343597383732|6413|2150
343597383732|6740|2151
343597383732|6981|2152
343597383732|6985|2153
343597383732|7032|2154
343597383732|7089|2155
343597383732|7218|2156
343597383732|7516|2157
343597383732|7523|2158
343597383732|9063|2159
343597383732|9317|2160
343597383732|10037|2161
343597383732|14791|2162
206158430262|0|2163
206158430262|8|2164
206158430262|61|2165
206158430262|139|2166
206158430262|544|2167
206158430262|566|2168
206158430262|582|2169
206158430262|593|2170
206158430262|782|2171
206158430262|978|2172
206158430262|1174|2173
206158430262|1186|2174
206158430262|1198|2175
206158430262|1505|2176
206158430262|1547|2177
206158430262|1615|2178
206158430262|1672|2179
206158430262|1760|2180
206158430262|1910|2181
206158430262|1988|2182
206158430262|1994|2183
206158430262|2001|2184
206158430262|2004|2185
206158430262|2006|2186
206158430262|2020|2187
206158430262|2097|2188
206158430262|2115|2189
206158430262|2786|2190
206158430262|2793|2191
206158430262|2799|2192
206158430262|2812|2193
206158430262|2837|2194
206158430262|2843|2195
206158430262|2851|2196
206158430262|2890|2197
206158430262|2926|2198
206158430262|2974|2199
206158430262|2983|2200
206158430262|3000|2201
206158430262|3001|2202
206158430262|3029|2203
206158430262|3046|2204
206158430262|3050|2205
206158430262|3061|2206
206158430262|3077|2207
206158430262|3079|2208
206158430262|4847|2209
206158430262|5115|2210
206158430262|5142|2211
206158430262|5192|2212
206158430262|6365|2213
206158430262|6368|2214
206158430262|6369|2215
206158430262|6933|2216
206158430262|6954|2217
206158430262|7032|2218
206158430262|7109|2219
206158430262|7335|2220
206158430262|7545|2221
206158430262|7570|2222
206158430262|7572|2223
206158430262|7601|2224
206158430262|8130|2225
206158430262|8154|2226
206158430262|8503|2227
206158430262|8816|2228
206158430262|8862|2229
206158430262|9024|2230
206158430262|9195|2231
206158430262|9293|2232
206158430262|9333|2233
206158430262|9479|2234
206158430262|11376|2235
206158430262|11408|2236
206158430262|11474|2237
206158430262|13375|2238
206158430262|13735|2239
206158430262|13818|2240
206158430262|14639|2241
137438953527|458|2242
137438953527|806|2243
137438953527|1668|2244
137438953527|1670|2245
137438953527|1985|2246
137438953527|1993|2247
137438953527|2011|2248
137438953527|2066|2249
137438953527|2785|2250
137438953527|2788|2251
137438953527|2794|2252
137438953527|2898|2253
137438953527|2929|2254
137438953527|2953|2255
137438953527|2968|2256
137438953527|2969|2257
137438953527|3073|2258
137438953527|5115|2259
137438953527|5170|2260
137438953527|5183|2261
137438953527|6976|2262
137438953527|8882|2263
137438953527|10289|2264
274877907002|1993|2265
274877907003|5115|2266
206158430268|10289|2267
206158430269|5115|2268
206158430270|1672|2269
206158430270|1749|2270
343597383743|1200|2271
343597383743|1506|2272
343597383743|1532|2273
343597383743|1533|2274
343597383743|1992|2275
343597383743|1993|2276
343597383743|2105|2277
343597383743|2795|2278
343597383743|6433|2279
137438953536|6|2280
137438953536|206|2281
137438953536|583|2282
137438953536|1173|2283
137438953536|1180|2284
137438953536|1185|2285
137438953536|1206|2286
137438953536|1910|2287
137438953536|1984|2288
137438953536|1987|2289
137438953536|1989|2290
137438953536|2023|2291
137438953536|9058|2292
137438953536|9102|2293
137438953536|9188|2294
137438953536|11247|2295
137438953536|11377|2296
206158430273|1180|2297
137438953538|1987|2298
206158430275|1173|2299
274877907012|1989|2300
206158430277|9102|2301
274877907014|9102|2302
274877907015|11247|2303
274877907016|139|2304
274877907016|140|2305
274877907016|141|2306
274877907016|196|2307
274877907016|292|2308
274877907016|295|2309
274877907016|571|2310
274877907016|575|2311
274877907016|778|2312
274877907016|781|2313
274877907016|783|2314
274877907016|799|2315
274877907016|1025|2316
274877907016|1170|2317
274877907016|1179|2318
274877907016|1451|2319
274877907016|1545|2320
274877907016|1687|2321
274877907016|1984|2322
274877907016|2002|2323
274877907016|2017|2324
274877907016|2023|2325
274877907016|2040|2326
274877907016|2049|2327
274877907016|2072|2328
274877907016|2077|2329
274877907016|2090|2330
274877907016|2094|2331
274877907016|2107|2332
274877907016|2778|2333
274877907016|2782|2334
274877907016|2783|2335
274877907016|2785|2336
274877907016|2794|2337
274877907016|2797|2338
274877907016|2810|2339
274877907016|2813|2340
274877907016|2817|2341
274877907016|2823|2342
274877907016|2836|2343
274877907016|2851|2344
274877907016|2870|2345
274877907016|2871|2346
274877907016|2885|2347
274877907016|2904|2348
274877907016|2927|2349
274877907016|2959|2350
274877907016|2991|2351
274877907016|3000|2352
274877907016|3024|2353
274877907016|3040|2354
274877907016|3053|2355
274877907016|3055|2356
274877907016|3066|2357
274877907016|3080|2358
274877907016|5132|2359
274877907016|5190|2360
274877907016|5753|2361
274877907016|6394|2362
274877907016|6672|2363
274877907016|6740|2364
274877907016|6891|2365
274877907016|7252|2366
274877907016|7522|2367
274877907016|7583|2368
274877907016|8047|2369
274877907016|9063|2370
274877907016|9310|2371
274877907016|9709|2372
274877907016|13818|2373
343597383754|2871|2374
343597383755|9709|2375
137438953548|585|2376
137438953548|1444|2377
137438953548|6404|2378
137438953548|8082|2379
343597383760|60|2380
68719476817|8|2381
68719476817|775|2382
68719476817|1749|2383
68719476817|1993|2384
68719476817|2011|2385
68719476817|2031|2386
68719476817|2036|2387
68719476817|2040|2388
68719476817|2043|2389
68719476817|2053|2390
68719476817|2059|2391
68719476817|2060|2392
68719476817|2076|2393
68719476817|2088|2394
68719476817|2093|2395
68719476817|2796|2396
68719476817|2807|2397
68719476817|2819|2398
68719476817|2837|2399
68719476817|2843|2400
68719476817|2844|2401
68719476817|2895|2402
68719476817|2975|2403
68719476817|3014|2404
68719476817|5162|2405
68719476817|5176|2406
68719476817|6449|2407
68719476817|6698|2408
68719476817|6982|2409
68719476817|7501|2410
68719476817|9036|2411
68719476817|13459|2412
68719476817|13833|2413
206158430290|804|2414
206158430290|973|2415
206158430290|1170|2416
206158430290|1185|2417
206158430290|1206|2418
206158430290|1749|2419
206158430290|1908|2420
206158430290|1954|2421
206158430290|2003|2422
206158430290|2786|2423
206158430290|2816|2424
206158430290|2969|2425
206158430290|2985|2426
206158430290|4865|2427
206158430290|6399|2428
206158430290|6815|2429
206158430290|7025|2430
206158430290|7142|2431
206158430290|7689|2432
206158430290|9929|2433
343597383763|973|2434
274877907029|1908|2435
274877907030|804|2436
274877907031|2786|2437
137438953560|6|2438
137438953560|294|2439
137438953560|580|2440
137438953560|591|2441
137438953560|1504|2442
137438953560|1546|2443
137438953560|1617|2444
137438953560|1679|2445
137438953560|1764|2446
137438953560|1954|2447
137438953560|1997|2448
137438953560|2008|2449
137438953560|2014|2450
137438953560|2033|2451
137438953560|2778|2452
137438953560|2795|2453
137438953560|2798|2454
137438953560|2814|2455
137438953560|2831|2456
137438953560|2836|2457
137438953560|2845|2458
137438953560|2880|2459
137438953560|2885|2460
137438953560|2886|2461
137438953560|2894|2462
137438953560|2900|2463
137438953560|2928|2464
137438953560|2957|2465
137438953560|3054|2466
137438953560|4870|2467
137438953560|5119|2468
137438953560|5133|2469
137438953560|5158|2470
137438953560|5163|2471
137438953560|5191|2472
137438953560|6367|2473
137438953560|6961|2474
137438953560|6980|2475
137438953560|6999|2476
137438953560|7582|2477
137438953560|7603|2478
137438953560|8424|2479
137438953560|9319|2480
137438953560|9486|2481
137438953560|10426|2482
137438953560|14610|2483
206158430297|6367|2484
137438953562|14610|2485
206158430299|9319|2486
137438953564|5163|2487
274877907037|2814|2488
206158430302|294|2489
206158430303|8424|2490
137438953568|0|2491
137438953568|146|2492
137438953568|285|2493
137438953568|290|2494
137438953568|296|2495
137438953568|1617|2496
137438953568|1644|2497
137438953568|1672|2498
137438953568|1990|2499
137438953568|2017|2500
137438953568|2782|2501
137438953568|2786|2502
137438953568|2788|2503
137438953568|2790|2504
137438953568|2893|2505
137438953568|2962|2506
137438953568|2997|2507
137438953568|3013|2508
137438953568|3049|2509
137438953568|3076|2510
137438953568|5196|2511
137438953568|7025|2512
137438953568|9095|2513
137438953568|9261|2514
343597383777|3013|2515
274877907042|1617|2516
274877907043|2782|2517
206158430308|9095|2518
274877907045|1990|2519
206158430310|296|2520
206158430311|1524|2521
206158430311|2054|2522
343597383784|1524|2523
274877907050|2054|2524
137438953580|283|2525
137438953580|777|2526
137438953580|796|2527
137438953580|801|2528
137438953580|1043|2529
137438953580|1763|2530
137438953580|1940|2531
137438953580|1987|2532
137438953580|2031|2533
137438953580|2058|2534
137438953580|2789|2535
137438953580|2822|2536
137438953580|2963|2537
137438953580|3033|2538
137438953580|3043|2539
137438953580|3075|2540
137438953580|3096|2541
137438953580|5063|2542
137438953580|5085|2543
137438953580|5445|2544
137438953580|5663|2545
137438953580|6133|2546
137438953580|6368|2547
137438953580|6369|2548
137438953580|6545|2549
137438953580|9098|2550
137438953580|11745|2551
206158430317|410|2552
274877907054|59|2553
274877907054|281|2554
274877907054|579|2555
274877907054|590|2556
274877907054|781|2557
274877907054|808|2558
274877907054|1604|2559
274877907054|1766|2560
274877907054|2008|2561
274877907054|2028|2562
274877907054|2795|2563
274877907054|2898|2564
274877907054|3027|2565
274877907054|3038|2566
274877907054|3090|2567
274877907054|5727|2568
274877907054|8637|2569
274877907054|11537|2570
274877907054|12079|2571
111|1410|2572
111|1671|2573
111|2780|2574
111|2918|2575
111|5184|2576
111|6950|2577
111|9209|2578
111|15209|2579
137438953584|775|2580
137438953584|1938|2581
206158430323|139|2582
206158430323|294|2583
206158430323|458|2584
206158430323|572|2585
206158430323|590|2586
206158430323|788|2587
206158430323|974|2588
206158430323|1184|2589
206158430323|1401|2590
206158430323|1680|2591
206158430323|1984|2592
206158430323|1985|2593
206158430323|1991|2594
206158430323|1992|2595
206158430323|1994|2596
206158430323|2006|2597
206158430323|2017|2598
206158430323|2023|2599
206158430323|2052|2600
206158430323|2056|2601
206158430323|2058|2602
206158430323|2078|2603
206158430323|2777|2604
206158430323|2783|2605
206158430323|2788|2606
206158430323|2796|2607
206158430323|2797|2608
206158430323|2812|2609
206158430323|2827|2610
206158430323|2836|2611
206158430323|2845|2612
206158430323|2859|2613
206158430323|2872|2614
206158430323|2880|2615
206158430323|2929|2616
206158430323|2943|2617
206158430323|2976|2618
206158430323|3011|2619
206158430323|3022|2620
206158430323|3064|2621
206158430323|3087|2622
206158430323|5163|2623
206158430323|5170|2624
206158430323|5193|2625
206158430323|5699|2626
206158430323|6405|2627
206158430323|6993|2628
206158430323|6999|2629
206158430323|7001|2630
206158430323|7010|2631
206158430323|7522|2632
206158430323|7526|2633
206158430323|7564|2634
206158430323|7570|2635
206158430323|9479|2636
206158430323|9496|2637
206158430323|9760|2638
206158430323|9939|2639
206158430323|10080|2640
206158430323|10322|2641
206158430323|10991|2642
206158430323|11408|2643
206158430323|11557|2644
206158430323|11609|2645
206158430323|12273|2646
206158430324|7570|2647
343597383798|9760|2648
343597383799|10991|2649
121|6|2650
121|60|2651
121|138|2652
121|252|2653
121|279|2654
121|468|2655
121|565|2656
121|576|2657
121|585|2658
121|588|2659
121|774|2660
121|777|2661
121|782|2662
121|807|2663
121|1030|2664
121|1032|2665
121|1614|2666
121|1760|2667
121|1769|2668
121|2045|2669
121|2069|2670
121|2097|2671
121|2787|2672
121|2794|2673
121|2801|2674
121|2805|2675
121|2808|2676
121|2869|2677
121|2876|2678
121|2951|2679
121|2963|2680
121|2967|2681
121|3009|2682
121|3055|2683
121|3071|2684
121|4844|2685
121|5085|2686
121|5129|2687
121|6385|2688
121|6397|2689
121|6547|2690
121|7547|2691
121|8925|2692
121|9272|2693
121|10037|2694
121|10878|2695
121|12400|2696
121|13487|2697
206158430330|1769|2698
206158430333|7547|2699
206158430334|2805|2700
68719476863|2963|2701
68719476864|2808|2702
206158430337|1769|2703
68719476866|8925|2704
68719476867|8925|2705
343597383812|3|2706
343597383812|139|2707
343597383812|470|2708
343597383812|580|2709
343597383812|1985|2710
343597383812|2058|2711
343597383812|2777|2712
343597383812|2836|2713
343597383812|5114|2714
137438953606|9|2715
137438953606|139|2716
137438953606|146|2717
137438953606|416|2718
137438953606|472|2719
137438953606|576|2720
137438953606|578|2721
137438953606|585|2722
137438953606|774|2723
137438953606|778|2724
137438953606|779|2725
137438953606|975|2726
137438953606|978|2727
137438953606|1170|2728
137438953606|1172|2729
137438953606|1181|2730
137438953606|1440|2731
137438953606|1673|2732
137438953606|1989|2733
137438953606|2003|2734
137438953606|2005|2735
137438953606|2010|2736
137438953606|2029|2737
137438953606|2041|2738
137438953606|2043|2739
137438953606|2056|2740
137438953606|2058|2741
137438953606|2080|2742
137438953606|2088|2743
137438953606|2106|2744
137438953606|2107|2745
137438953606|2781|2746
137438953606|2786|2747
137438953606|2792|2748
137438953606|2794|2749
137438953606|2798|2750
137438953606|2801|2751
137438953606|2809|2752
137438953606|2810|2753
137438953606|2823|2754
137438953606|2844|2755
137438953606|2849|2756
137438953606|2854|2757
137438953606|2864|2758
137438953606|2871|2759
137438953606|2889|2760
137438953606|2905|2761
137438953606|2907|2762
137438953606|2930|2763
137438953606|2938|2764
137438953606|2986|2765
137438953606|2997|2766
137438953606|3009|2767
137438953606|3023|2768
137438953606|3024|2769
137438953606|3028|2770
137438953606|3047|2771
137438953606|3053|2772
137438953606|5078|2773
137438953606|5449|2774
137438953606|6405|2775
137438953606|6449|2776
137438953606|6623|2777
137438953606|6989|2778
137438953606|7031|2779
137438953606|7212|2780
137438953606|7396|2781
137438953606|7509|2782
137438953606|7514|2783
137438953606|7597|2784
137438953606|9058|2785
137438953606|9141|2786
137438953606|9209|2787
137438953606|9244|2788
137438953606|12296|2789
137438953606|13796|2790
137438953606|13816|2791
274877907079|778|2792
274877907080|2997|2793
206158430345|2905|2794
274877907082|2854|2795
343597383819|2854|2796
343597383820|3009|2797
206158430349|975|2798
206158430350|7212|2799
137438953615|1733|2800
206158430352|1733|2801
206158430354|1733|2802
343597383828|1733|2803
274877907093|1733|2804
137438953622|1733|2805
274877907095|545|2806
274877907095|809|2807
274877907095|1021|2808
274877907095|1173|2809
274877907095|1195|2810
274877907095|1201|2811
274877907095|1988|2812
274877907095|1997|2813
274877907095|1999|2814
274877907095|2049|2815
274877907095|2075|2816
274877907095|2819|2817
274877907095|5191|2818
274877907095|5192|2819
274877907095|6413|2820
274877907095|7604|2821
274877907096|1195|2822
274877907098|1999|2823
343597383835|1195|2824
274877907100|284|2825
274877907100|785|2826
274877907100|1375|2827
274877907100|1991|2828
274877907100|2007|2829
274877907100|2782|2830
274877907100|2806|2831
274877907100|2809|2832
274877907100|2814|2833
274877907100|2825|2834
274877907100|2848|2835
274877907100|2869|2836
274877907100|2884|2837
274877907100|2899|2838
274877907100|2951|2839
274877907100|2979|2840
274877907100|2987|2841
274877907100|2989|2842
274877907100|3018|2843
274877907100|3036|2844
274877907100|3069|2845
274877907100|3089|2846
274877907100|3103|2847
274877907100|3108|2848
274877907100|5178|2849
274877907100|5417|2850
274877907100|5456|2851
274877907100|5598|2852
274877907100|5673|2853
274877907100|5766|2854
274877907100|5794|2855
274877907100|5886|2856
274877907100|5947|2857
274877907100|6050|2858
274877907100|6361|2859
274877907100|6363|2860
274877907100|6440|2861
274877907100|6740|2862
274877907100|6817|2863
274877907100|6931|2864
274877907100|6952|2865
274877907100|6962|2866
274877907100|7486|2867
274877907100|7512|2868
274877907100|7522|2869
274877907100|7572|2870
274877907100|8135|2871
274877907100|8138|2872
274877907100|8298|2873
274877907100|8342|2874
274877907100|9203|2875
274877907100|9433|2876
274877907100|10241|2877
274877907100|11235|2878
274877907100|11236|2879
274877907100|11919|2880
274877907100|12444|2881
274877907100|12646|2882
274877907100|12976|2883
274877907100|13163|2884
274877907100|13775|2885
274877907100|14353|2886
274877907100|15036|2887
68719476895|6|2888
68719476895|588|2889
68719476895|1021|2890
68719476895|1767|2891
68719476895|1940|2892
68719476895|1995|2893
68719476895|2018|2894
68719476895|5174|2895
68719476895|6413|2896
68719476895|7328|2897
68719476895|9170|2898
68719476895|11695|2899
68719476895|12002|2900
274877907104|138|2901
274877907104|140|2902
274877907104|196|2903
274877907104|284|2904
274877907104|523|2905
274877907104|545|2906
274877907104|581|2907
274877907104|590|2908
274877907104|777|2909
274877907104|785|2910
274877907104|790|2911
274877907104|1155|2912
274877907104|1178|2913
274877907104|1180|2914
274877907104|1188|2915
274877907104|1194|2916
274877907104|1200|2917
274877907104|1771|2918
274877907104|1908|2919
274877907104|1984|2920
274877907104|1991|2921
274877907104|2057|2922
274877907104|2089|2923
274877907104|2820|2924
274877907104|2828|2925
274877907104|2838|2926
274877907104|2991|2927
274877907104|3047|2928
274877907104|3053|2929
274877907104|3056|2930
274877907104|3060|2931
274877907104|3061|2932
274877907104|3083|2933
274877907104|5964|2934
274877907104|6409|2935
274877907104|6430|2936
274877907104|7694|2937
274877907104|9310|2938
274877907104|10368|2939
274877907104|15558|2940
