Post.id|Person.id|eid_generated
343597383680|8796093022220|29475
343597383681|8796093022220|29476
343597383682|8796093022220|29477
343597383683|8796093022220|29478
343597383684|8796093022220|29479
343597383685|8796093022220|29480
343597383686|8796093022220|29481
343597383687|8796093022220|29482
343597383688|8796093022220|29483
343597383689|8796093022220|29484
343597383690|8796093022220|29485
343597383691|8796093022220|29486
343597383692|8796093022220|29487
343597383693|8796093022220|29488
343597383694|8796093022220|29489
343597383695|8796093022220|29490
343597383696|8796093022220|29491
343597383697|8796093022220|29492
343597383698|8796093022220|29493
343597383699|8796093022220|29494
343597383700|8796093022220|29495
343597383701|8796093022220|29496
343597383702|8796093022220|29497
343597383703|8796093022220|29498
343597383704|8796093022220|29499
343597383705|8796093022220|29500
343597383706|8796093022220|29501
343597383707|8796093022220|29502
343597383708|8796093022220|29503
343597383709|8796093022220|29504
343597383710|8796093022220|29505
343597383711|8796093022220|29506
343597383712|8796093022220|29507
343597383713|8796093022220|29508
343597383714|8796093022220|29509
274877906979|8796093022239|29510
274877906980|8796093022239|29511
274877906981|8796093022239|29512
274877906982|8796093022239|29513
274877906983|8796093022239|29514
274877906984|8796093022239|29515
274877906985|8796093022239|29516
274877906987|8796093022239|29517
274877906988|8796093022239|29518
274877907005|8796093022222|29519
274877907006|8796093022222|29520
274877907007|8796093022222|29521
274877907008|8796093022222|29522
274877907009|8796093022222|29523
274877907010|8796093022222|29524
274877907011|8796093022222|29525
274877907012|8796093022222|29526
274877907013|8796093022222|29527
274877907014|8796093022222|29528
274877907015|8796093022222|29529
274877907016|8796093022222|29530
274877907017|8796093022222|29531
274877907018|8796093022222|29532
274877907019|8796093022222|29533
274877907020|8796093022222|29534
274877907021|8796093022222|29535
274877907022|8796093022222|29536
274877907023|8796093022222|29537
274877907024|8796093022222|29538
343597383781|8796093022222|29539
343597383782|8796093022222|29540
343597383783|8796093022222|29541
343597383784|8796093022222|29542
343597383785|8796093022222|29543
343597383786|8796093022222|29544
343597383803|48|29545
343597383804|48|29546
343597383805|48|29547
343597383806|48|29548
343597383807|48|29549
343597383808|48|29550
343597383809|48|29551
343597383810|48|29552
343597383811|48|29553
343597383812|48|29554
343597383813|48|29555
343597383814|48|29556
343597383815|48|29557
343597383816|48|29558
343597383817|48|29559
343597383818|48|29560
343597383819|48|29561
343597383820|48|29562
343597383821|48|29563
343597383822|48|29564
206158430351|48|29565
206158430352|48|29566
206158430353|48|29567
206158430354|48|29568
206158430355|48|29569
206158430356|48|29570
206158430357|48|29571
206158430358|48|29572
206158430359|48|29573
206158430360|48|29574
206158430361|48|29575
206158430362|48|29576
206158430363|48|29577
206158430364|48|29578
206158430365|48|29579
206158430366|48|29580
206158430367|48|29581
206158430368|48|29582
206158430369|48|29583
274877907106|48|29584
274877907107|48|29585
274877907108|48|29586
274877907109|48|29587
274877907110|48|29588
274877907111|48|29589
274877907112|48|29590
274877907113|48|29591
274877907114|48|29592
274877907115|48|29593
274877907116|48|29594
274877907117|48|29595
274877907118|48|29596
274877907119|48|29597
274877907120|48|29598
274877907121|48|29599
68719476914|48|29600
68719476915|48|29601
68719476916|48|29602
68719476917|48|29603
68719476918|48|29604
68719476919|48|29605
68719476920|48|29606
68719476921|48|29607
137438953658|48|29608
137438953659|48|29609
137438953660|48|29610
137438953661|48|29611
137438953662|48|29612
137438953663|48|29613
137438953664|48|29614
137438953665|48|29615
137438953666|48|29616
137438953667|48|29617
137438953668|48|29618
137438953669|48|29619
137438953670|48|29620
137438953671|48|29621
137438953672|48|29622
137438953673|48|29623
137438953674|48|29624
137438953675|48|29625
137438953676|48|29626
206158430413|48|29627
206158430414|48|29628
206158430415|48|29629
206158430416|48|29630
206158430417|48|29631
206158430418|48|29632
206158430419|48|29633
206158430420|48|29634
206158430421|48|29635
206158430422|48|29636
206158430423|48|29637
206158430424|48|29638
206158430425|48|29639
206158430426|48|29640
206158430427|48|29641
274877907164|48|29642
274877907165|48|29643
274877907166|48|29644
274877907167|48|29645
274877907168|48|29646
274877907169|48|29647
274877907170|48|29648
274877907171|48|29649
137438953702|6|29650
137438953703|6|29651
137438953704|6|29652
137438953705|6|29653
137438953706|6|29654
137438953707|6|29655
137438953708|6|29656
137438953709|6|29657
137438953710|6|29658
137438953711|6|29659
137438953712|6|29660
137438953713|6|29661
137438953714|6|29662
137438953715|6|29663
137438953716|6|29664
137438953717|6|29665
137438953718|6|29666
137438953719|6|29667
137438953720|6|29668
137438953721|6|29669
137438953722|6|29670
137438953723|6|29671
137438953724|6|29672
137438953725|6|29673
137438953726|6|29674
137438953727|6|29675
137438953728|6|29676
137438953729|6|29677
274877907202|6|29678
274877907203|6|29679
274877907204|6|29680
274877907205|6|29681
274877907206|6|29682
206158430471|6|29683
206158430472|6|29684
206158430473|6|29685
206158430474|6|29686
206158430475|6|29687
206158430476|6|29688
206158430477|6|29689
206158430478|6|29690
206158430479|6|29691
206158430480|6|29692
206158430481|6|29693
206158430482|6|29694
206158430483|6|29695
206158430484|6|29696
277|6|29697
278|6|29698
279|6|29699
280|6|29700
281|6|29701
282|6|29702
283|6|29703
284|6|29704
285|6|29705
286|6|29706
287|6|29707
288|6|29708
289|6|29709
290|6|29710
291|6|29711
292|6|29712
293|6|29713
294|6|29714
137438953767|6|29715
137438953768|6|29716
137438953769|6|29717
137438953770|6|29718
137438953771|6|29719
137438953772|6|29720
68719477037|6|29721
68719477038|6|29722
206158430511|6|29723
206158430512|6|29724
206158430513|6|29725
274877907250|6|29726
274877907251|6|29727
274877907252|6|29728
274877907253|6|29729
274877907254|6|29730
274877907255|6|29731
274877907256|6|29732
274877907257|6|29733
274877907258|6|29734
274877907259|6|29735
274877907260|6|29736
274877907261|6|29737
274877907262|6|29738
274877907263|6|29739
274877907264|6|29740
274877907265|6|29741
274877907266|6|29742
274877907267|6|29743
137438953796|2199023255574|29744
274877907278|4398046511146|29745
274877907314|4398046511146|29746
274877907315|4398046511146|29747
274877907316|4398046511146|29748
274877907317|4398046511146|29749
274877907318|4398046511146|29750
274877907319|4398046511146|29751
274877907320|4398046511146|29752
274877907321|4398046511146|29753
274877907322|4398046511146|29754
274877907323|4398046511146|29755
274877907324|4398046511146|29756
274877907325|4398046511146|29757
274877907326|4398046511146|29758
274877907327|4398046511146|29759
274877907328|4398046511146|29760
274877907329|4398046511146|29761
206158430594|4398046511146|29762
206158430595|4398046511146|29763
206158430596|4398046511146|29764
206158430597|4398046511146|29765
206158430598|4398046511146|29766
206158430599|4398046511146|29767
206158430600|4398046511146|29768
206158430601|4398046511146|29769
206158430602|4398046511146|29770
206158430603|4398046511146|29771
206158430604|4398046511146|29772
206158430605|4398046511146|29773
206158430606|4398046511146|29774
206158430607|4398046511146|29775
206158430608|4398046511146|29776
206158430609|4398046511146|29777
206158430610|4398046511146|29778
206158430611|4398046511146|29779
206158430612|4398046511146|29780
206158430613|4398046511146|29781
206158430614|4398046511146|29782
206158430615|4398046511146|29783
206158430616|4398046511146|29784
206158430617|4398046511146|29785
206158430618|4398046511146|29786
206158430619|4398046511146|29787
206158430620|4398046511146|29788
206158430621|4398046511146|29789
206158430622|4398046511146|29790
206158430623|4398046511133|29791
206158430624|4398046511133|29792
206158430625|4398046511133|29793
206158430626|4398046511133|29794
137438953891|4398046511133|29795
137438953892|4398046511133|29796
137438953893|4398046511133|29797
137438953894|4398046511133|29798
137438953895|4398046511133|29799
137438953896|4398046511133|29800
137438953897|4398046511133|29801
137438953898|4398046511133|29802
137438953899|4398046511133|29803
137438953900|4398046511133|29804
137438953901|4398046511133|29805
137438953902|4398046511133|29806
137438953903|4398046511133|29807
137438953904|4398046511133|29808
137438953905|4398046511133|29809
137438953906|4398046511133|29810
137438953907|4398046511133|29811
206158430644|4398046511133|29812
206158430645|4398046511133|29813
206158430646|4398046511133|29814
206158430647|4398046511133|29815
206158430648|4398046511133|29816
206158430649|4398046511133|29817
206158430650|4398046511133|29818
206158430651|4398046511133|29819
206158430652|4398046511133|29820
206158430653|4398046511133|29821
206158430654|4398046511133|29822
206158430655|4398046511133|29823
206158430656|4398046511133|29824
206158430657|4398046511133|29825
206158430658|4398046511133|29826
206158430659|4398046511133|29827
206158430660|4398046511133|29828
206158430661|4398046511133|29829
206158430662|4398046511133|29830
206158430663|4398046511133|29831
274877907400|4398046511133|29832
274877907401|4398046511133|29833
274877907402|4398046511133|29834
274877907403|4398046511133|29835
274877907404|4398046511133|29836
274877907405|4398046511133|29837
274877907406|4398046511133|29838
206158430671|4398046511133|29839
206158430672|4398046511133|29840
206158430673|4398046511133|29841
206158430674|4398046511133|29842
206158430675|4398046511133|29843
206158430676|4398046511133|29844
206158430677|4398046511133|29845
206158430678|4398046511133|29846
206158430679|4398046511133|29847
206158430680|4398046511133|29848
274877907417|4398046511133|29849
274877907418|4398046511133|29850
274877907419|4398046511133|29851
274877907420|4398046511133|29852
274877907421|4398046511133|29853
274877907422|4398046511133|29854
274877907423|4398046511133|29855
343597384184|8796093022248|29856
343597384185|8796093022248|29857
343597384186|8796093022248|29858
343597384187|8796093022248|29859
343597384188|8796093022248|29860
343597384189|8796093022248|29861
343597384190|8796093022248|29862
343597384191|8796093022248|29863
343597384192|8796093022248|29864
343597384193|8796093022248|29865
343597384194|8796093022248|29866
343597384195|8796093022248|29867
343597384196|8796093022248|29868
343597384197|8796093022248|29869
343597384198|8796093022248|29870
343597384199|8796093022248|29871
343597384200|8796093022248|29872
343597384201|8796093022248|29873
343597384202|8796093022248|29874
343597384203|8796093022248|29875
343597384204|8796093022248|29876
343597384205|8796093022248|29877
343597384206|8796093022248|29878
343597384207|8796093022248|29879
343597384208|8796093022248|29880
343597384209|8796093022248|29881
343597384210|8796093022248|29882
343597384211|8796093022248|29883
343597384212|8796093022248|29884
343597384213|8796093022248|29885
343597384214|8796093022248|29886
343597384215|8796093022248|29887
343597384216|8796093022248|29888
343597384217|8796093022248|29889
343597384218|8796093022248|29890
343597384219|8796093022248|29891
343597384240|6597069766674|29892
343597384241|6597069766674|29893
343597384242|6597069766674|29894
343597384243|6597069766674|29895
343597384244|6597069766674|29896
343597384245|6597069766674|29897
343597384246|6597069766674|29898
343597384247|6597069766674|29899
343597384248|6597069766674|29900
343597384249|6597069766674|29901
343597384250|6597069766674|29902
343597384251|6597069766674|29903
343597384252|6597069766674|29904
343597384253|6597069766674|29905
343597384254|6597069766674|29906
343597384255|6597069766674|29907
274877907523|6597069766674|29908
274877907524|6597069766674|29909
274877907525|6597069766674|29910
274877907526|6597069766674|29911
274877907527|6597069766674|29912
274877907528|6597069766674|29913
274877907529|6597069766674|29914
274877907530|6597069766674|29915
274877907531|6597069766674|29916
274877907532|6597069766674|29917
274877907533|6597069766674|29918
274877907534|6597069766674|29919
274877907535|6597069766674|29920
274877907536|6597069766674|29921
274877907537|6597069766674|29922
274877907538|6597069766674|29923
274877907539|6597069766674|29924
274877907540|6597069766674|29925
274877907541|6597069766674|29926
274877907542|6597069766674|29927
274877907543|6597069766674|29928
274877907544|6597069766674|29929
274877907545|6597069766674|29930
274877907546|6597069766674|29931
274877907547|6597069766674|29932
274877907548|6597069766674|29933
274877907549|6597069766674|29934
274877907550|6597069766674|29935
274877907551|6597069766674|29936
274877907552|6597069766674|29937
274877907553|6597069766674|29938
274877907554|6597069766674|29939
274877907555|6597069766674|29940
274877907556|6597069766674|29941
274877907557|6597069766674|29942
274877907558|6597069766674|29943
274877907559|6597069766674|29944
274877907560|6597069766674|29945
274877907561|6597069766674|29946
274877907562|6597069766674|29947
274877907563|6597069766674|29948
274877907564|6597069766674|29949
274877907565|6597069766674|29950
206158430830|4398046511123|29951
206158430831|4398046511123|29952
206158430832|4398046511123|29953
206158430833|4398046511123|29954
206158430834|4398046511123|29955
206158430835|4398046511123|29956
206158430836|4398046511123|29957
206158430837|4398046511123|29958
206158430838|4398046511123|29959
206158430839|4398046511123|29960
206158430840|4398046511123|29961
206158430841|4398046511123|29962
206158430842|4398046511123|29963
206158430843|4398046511123|29964
206158430844|4398046511123|29965
206158430845|4398046511123|29966
206158430846|4398046511123|29967
206158430847|4398046511123|29968
137438954112|4398046511123|29969
137438954113|4398046511123|29970
137438954114|4398046511123|29971
137438954115|4398046511123|29972
137438954116|4398046511123|29973
137438954117|4398046511123|29974
137438954118|4398046511123|29975
137438954119|4398046511123|29976
137438954120|4398046511123|29977
137438954121|4398046511123|29978
137438954122|4398046511123|29979
137438954123|4398046511123|29980
137438954124|4398046511123|29981
206158430861|4398046511123|29982
206158430862|4398046511123|29983
206158430863|4398046511123|29984
206158430864|4398046511123|29985
206158430865|4398046511123|29986
206158430866|4398046511123|29987
206158430867|4398046511123|29988
206158430868|4398046511123|29989
206158430869|4398046511123|29990
206158430870|4398046511123|29991
206158430871|4398046511123|29992
206158430872|4398046511123|29993
206158430873|4398046511123|29994
206158430874|4398046511123|29995
206158430875|4398046511123|29996
206158430876|4398046511123|29997
206158430877|4398046511123|29998
206158430878|4398046511123|29999
206158430879|4398046511123|30000
206158430880|4398046511123|30001
274877907617|4398046511123|30002
274877907618|4398046511123|30003
274877907619|4398046511123|30004
274877907620|4398046511123|30005
274877907621|4398046511123|30006
274877907622|4398046511123|30007
274877907623|4398046511123|30008
274877907624|4398046511123|30009
274877907625|4398046511123|30010
274877907626|4398046511123|30011
274877907627|4398046511123|30012
206158430892|4398046511123|30013
206158430893|4398046511123|30014
206158430894|4398046511123|30015
206158430895|4398046511123|30016
206158430896|4398046511123|30017
206158430897|4398046511123|30018
206158430898|4398046511123|30019
206158430899|4398046511123|30020
206158430900|4398046511123|30021
206158430901|4398046511123|30022
206158430902|4398046511123|30023
206158430903|4398046511123|30024
206158430904|4398046511123|30025
206158430905|4398046511123|30026
206158430906|4398046511123|30027
206158430907|4398046511123|30028
206158430908|4398046511123|30029
206158430909|4398046511123|30030
206158430910|4398046511123|30031
206158430911|4398046511123|30032
206158430912|4398046511123|30033
206158430913|4398046511123|30034
206158430914|4398046511123|30035
206158430915|4398046511123|30036
206158430916|4398046511123|30037
206158430917|4398046511123|30038
206158430918|4398046511123|30039
206158430919|4398046511123|30040
206158430920|4398046511123|30041
206158430921|4398046511123|30042
206158430922|4398046511123|30043
206158430923|4398046511123|30044
206158430924|4398046511123|30045
343597384397|4398046511147|30046
343597384398|4398046511147|30047
343597384399|4398046511147|30048
343597384400|4398046511147|30049
343597384401|4398046511147|30050
343597384402|4398046511147|30051
343597384403|4398046511147|30052
274877907668|4398046511147|30053
274877907669|4398046511147|30054
274877907670|4398046511147|30055
274877907671|4398046511147|30056
274877907672|4398046511147|30057
274877907673|4398046511147|30058
274877907674|4398046511147|30059
274877907675|4398046511147|30060
274877907676|4398046511147|30061
274877907677|4398046511147|30062
274877907678|4398046511147|30063
274877907679|4398046511147|30064
274877907680|4398046511147|30065
274877907681|4398046511147|30066
274877907682|4398046511147|30067
274877907683|4398046511147|30068
274877907684|4398046511147|30069
274877907685|4398046511147|30070
274877907686|4398046511147|30071
206158430951|4398046511147|30072
206158430952|4398046511147|30073
206158430953|4398046511147|30074
206158430954|4398046511147|30075
206158430955|4398046511147|30076
206158430956|4398046511147|30077
206158430957|4398046511147|30078
206158430958|4398046511147|30079
206158430959|4398046511147|30080
206158430960|4398046511147|30081
206158430961|4398046511147|30082
274877907698|4398046511147|30083
274877907699|4398046511147|30084
274877907700|4398046511147|30085
274877907701|4398046511147|30086
274877907702|4398046511147|30087
274877907703|4398046511147|30088
274877907704|4398046511147|30089
274877907705|4398046511147|30090
274877907706|4398046511147|30091
274877907707|4398046511147|30092
274877907708|4398046511147|30093
274877907709|4398046511147|30094
274877907710|4398046511147|30095
274877907711|4398046511147|30096
274877907712|4398046511147|30097
274877907713|4398046511147|30098
274877907714|4398046511147|30099
206158430979|4398046511147|30100
206158430980|4398046511147|30101
206158430981|4398046511147|30102
206158430982|4398046511147|30103
206158430983|4398046511147|30104
206158430984|4398046511147|30105
343597384457|6597069766667|30106
343597384458|6597069766667|30107
343597384459|6597069766667|30108
343597384460|6597069766667|30109
343597384461|6597069766667|30110
343597384462|6597069766667|30111
343597384463|6597069766667|30112
343597384464|6597069766667|30113
274877907741|6597069766667|30114
274877907742|6597069766667|30115
274877907743|6597069766667|30116
274877907744|6597069766667|30117
274877907745|6597069766667|30118
274877907746|6597069766667|30119
274877907747|6597069766667|30120
274877907748|6597069766667|30121
274877907749|6597069766667|30122
274877907750|6597069766667|30123
274877907751|6597069766667|30124
274877907752|6597069766667|30125
343597384498|6597069766660|30126
274877907778|6597069766660|30127
206158431057|6597069766660|30128
206158431058|6597069766660|30129
206158431059|6597069766660|30130
206158431060|6597069766660|30131
206158431061|6597069766660|30132
206158431062|6597069766660|30133
206158431063|6597069766660|30134
206158431064|6597069766660|30135
206158431065|6597069766660|30136
206158431066|6597069766660|30137
206158431067|6597069766660|30138
206158431068|6597069766660|30139
206158431069|6597069766660|30140
206158431070|6597069766660|30141
206158431071|6597069766660|30142
206158431072|6597069766660|30143
343597384561|6597069766660|30144
343597384562|6597069766660|30145
343597384563|6597069766660|30146
343597384564|6597069766660|30147
343597384565|6597069766660|30148
343597384566|6597069766660|30149
343597384567|6597069766660|30150
343597384568|6597069766660|30151
343597384569|6597069766660|30152
343597384570|6597069766660|30153
343597384571|6597069766660|30154
343597384572|6597069766660|30155
343597384573|6597069766660|30156
343597384574|6597069766660|30157
343597384575|6597069766660|30158
343597384576|6597069766660|30159
343597384577|6597069766660|30160
343597384578|6597069766660|30161
343597384579|6597069766660|30162
343597384580|6597069766660|30163
343597384581|6597069766660|30164
343597384582|6597069766660|30165
343597384583|6597069766660|30166
343597384584|6597069766660|30167
343597384585|6597069766660|30168
343597384586|6597069766660|30169
206158431116|10|30170
206158431117|10|30171
206158431118|10|30172
206158431119|10|30173
206158431129|10|30174
206158431130|10|30175
206158431131|10|30176
206158431132|10|30177
206158431133|10|30178
206158431134|10|30179
206158431135|10|30180
206158431136|10|30181
206158431137|10|30182
206158431138|10|30183
206158431139|10|30184
206158431140|10|30185
206158431141|10|30186
206158431142|10|30187
206158431143|10|30188
206158431144|10|30189
206158431145|10|30190
206158431146|10|30191
206158431147|10|30192
206158431148|10|30193
206158431149|10|30194
206158431150|10|30195
206158431151|10|30196
206158431152|10|30197
206158431153|10|30198
206158431154|10|30199
206158431155|10|30200
206158431156|10|30201
206158431157|10|30202
206158431158|10|30203
206158431159|10|30204
206158431160|10|30205
206158431161|10|30206
206158431162|10|30207
206158431163|10|30208
68719477692|10|30209
68719477693|10|30210
68719477694|10|30211
68719477695|10|30212
68719477696|10|30213
68719477697|10|30214
68719477698|10|30215
68719477699|10|30216
68719477700|10|30217
68719477701|10|30218
68719477702|10|30219
68719477703|10|30220
68719477704|10|30221
68719477705|10|30222
68719477706|10|30223
68719477707|10|30224
68719477708|10|30225
68719477709|10|30226
68719477710|10|30227
68719477711|10|30228
68719477712|10|30229
68719477713|10|30230
68719477714|10|30231
68719477715|10|30232
68719477716|10|30233
68719477717|10|30234
68719477718|10|30235
68719477719|10|30236
206158431192|10|30237
206158431193|10|30238
206158431194|10|30239
206158431195|10|30240
206158431196|10|30241
206158431197|10|30242
206158431198|10|30243
68719477727|10|30244
68719477728|10|30245
68719477729|10|30246
68719477730|10|30247
68719477731|10|30248
68719477732|10|30249
68719477733|10|30250
68719477734|10|30251
68719477735|10|30252
68719477736|10|30253
68719477737|10|30254
68719477738|10|30255
68719477739|10|30256
68719477740|10|30257
68719477741|10|30258
68719477742|10|30259
68719477743|10|30260
274877907964|4398046511133|30261
274877907977|6597069766674|30262
343597384733|4398046511109|30263
343597384755|6597069766656|30264
343597384787|6597069766701|30265
206158431319|4398046511127|30266
206158431320|4398046511127|30267
206158431321|4398046511127|30268
206158431322|4398046511127|30269
206158431323|4398046511127|30270
206158431324|4398046511127|30271
206158431325|4398046511127|30272
206158431326|4398046511127|30273
206158431327|4398046511127|30274
206158431328|4398046511127|30275
206158431329|4398046511127|30276
206158431330|4398046511127|30277
206158431331|4398046511127|30278
206158431332|4398046511127|30279
206158431333|4398046511127|30280
206158431334|4398046511127|30281
206158431335|4398046511127|30282
206158431336|4398046511127|30283
206158431337|4398046511127|30284
274877908074|4398046511127|30285
274877908075|4398046511127|30286
274877908076|4398046511127|30287
274877908077|4398046511127|30288
274877908078|4398046511127|30289
274877908079|4398046511127|30290
274877908080|4398046511127|30291
274877908081|4398046511127|30292
274877908082|4398046511127|30293
274877908083|4398046511127|30294
274877908084|4398046511127|30295
274877908085|4398046511127|30296
274877908086|4398046511127|30297
343597384823|4398046511127|30298
343597384824|4398046511127|30299
343597384825|4398046511127|30300
343597384826|4398046511127|30301
343597384827|4398046511127|30302
343597384828|4398046511127|30303
343597384829|4398046511127|30304
343597384830|4398046511127|30305
343597384831|4398046511127|30306
343597384832|4398046511127|30307
343597384833|4398046511127|30308
206158431362|4398046511127|30309
206158431363|4398046511127|30310
206158431364|4398046511127|30311
206158431365|4398046511127|30312
206158431366|4398046511127|30313
206158431367|4398046511127|30314
206158431368|4398046511127|30315
206158431369|4398046511127|30316
206158431370|4398046511127|30317
206158431371|4398046511127|30318
206158431372|4398046511127|30319
206158431373|4398046511127|30320
206158431374|4398046511127|30321
206158431375|4398046511127|30322
206158431376|4398046511127|30323
206158431377|4398046511127|30324
206158431378|4398046511127|30325
206158431379|4398046511106|30326
206158431380|4398046511106|30327
206158431381|4398046511106|30328
206158431382|4398046511106|30329
206158431383|4398046511106|30330
206158431384|4398046511106|30331
206158431385|4398046511106|30332
206158431386|4398046511106|30333
206158431387|4398046511106|30334
206158431388|4398046511106|30335
206158431389|4398046511106|30336
206158431390|4398046511106|30337
206158431391|4398046511106|30338
206158431392|4398046511106|30339
206158431393|4398046511106|30340
206158431394|4398046511106|30341
206158431395|4398046511106|30342
206158431396|4398046511106|30343
206158431397|4398046511106|30344
206158431398|4398046511106|30345
206158431401|4398046511106|30346
206158431402|4398046511106|30347
206158431403|4398046511106|30348
206158431404|4398046511106|30349
206158431405|4398046511106|30350
206158431406|4398046511106|30351
206158431407|4398046511106|30352
206158431408|4398046511106|30353
206158431409|4398046511106|30354
343597384895|4398046511106|30355
343597384896|4398046511106|30356
343597384897|4398046511106|30357
343597384898|4398046511106|30358
343597384899|4398046511106|30359
343597384900|4398046511106|30360
343597384901|4398046511106|30361
343597384902|4398046511106|30362
343597384903|4398046511106|30363
343597384904|4398046511106|30364
343597384905|4398046511106|30365
343597384906|4398046511106|30366
343597384907|4398046511106|30367
343597384908|4398046511106|30368
343597384909|4398046511106|30369
343597384910|4398046511106|30370
343597384911|4398046511106|30371
343597384912|4398046511106|30372
343597384913|4398046511106|30373
343597384914|4398046511106|30374
274877908179|4398046511106|30375
274877908180|4398046511106|30376
137438954709|4398046511106|30377
137438954710|4398046511106|30378
137438954711|4398046511106|30379
274877908204|8796093022252|30380
274877908205|8796093022252|30381
274877908206|8796093022252|30382
274877908207|8796093022252|30383
274877908208|8796093022252|30384
274877908209|8796093022252|30385
274877908210|8796093022252|30386
274877908211|8796093022252|30387
274877908212|8796093022252|30388
274877908213|8796093022252|30389
274877908214|8796093022252|30390
274877908215|8796093022252|30391
274877908216|8796093022252|30392
274877908217|8796093022252|30393
274877908218|8796093022252|30394
274877908219|8796093022252|30395
274877908220|8796093022252|30396
274877908221|8796093022252|30397
274877908222|8796093022252|30398
274877908223|8796093022252|30399
343597384960|8796093022252|30400
343597384961|8796093022252|30401
343597384962|8796093022252|30402
343597384963|8796093022252|30403
343597384964|8796093022252|30404
343597384965|8796093022252|30405
343597384966|8796093022252|30406
343597384967|8796093022252|30407
